dishID,dishname,prep_time,ingre_list,num_servings,nutri_guide,skills_needed,age_range,meal_type
0181,Corned Beef Soup Recipe,30,"2 tbsp cooking oil, 3 cloves garlic, finely chopped, 1 pc onion, medium, finely chopped, 2 pcs tomatoes, medium, coarsely chopped, 2 cans corned beef (150g/can), 4 cups water, 2 pcs Knorr Beef Cubes, 3/4 cup cabbage, shredded",02-Mar,"Calories: 250, Protein: 15g, Carbs: 10g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Soup, Appetizer"
0182,Pork and Beef Siomai Recipe,50,"1 1/2 cups ground pork, 1/2 cup ground beef, 1/2 pc onion, minced, 4 tbsp spring onions, chopped, 1/4 cup carrots, minced, 1 pc Knorr Pork Cube, mashed, 3 tbsp sesame oil, 1 pc egg, beaten, 1 pc ground black pepper, 1 tsp five spice powder (optional), wonton wrappers, as needed, chopped spring onions and carrots for topping, For the condiment:, Knorr Liquid Seasoning, chopped siling labuyo or chilli sauce, toasted garlic, calamansi juice",02-Mar,"Calories: 350, Protein: 20g, Carbs: 15g, Fats: 25g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Meat Recipe"
0183,Inihaw na Pusit Recipe,35,"3 pcs red onions, chopped, 3 pcs native tomatoes, chopped, 1 head garlic, chopped, 3 tbsp calamansi juice, bird's eye chili (optional), 2 pcs Knorr Fish Cubes, mashed, ground black pepper, 2 pcs. large squid, cleaned",02-Mar,"Calories: 200, Protein: 25g, Carbs: 5g, Fats: 8g",Beginner,"Kids, Teens, Adults, Elders",Seafood Recipe
0184,Seafood Chowder Recipe,25,"2 tbsp oil, 1 pc onion, chopped, 4 cloves garlic, chopped, ¼ kg mussels, cleaned, ¼ kg shrimp, shelled and deveined, ¼ kg squid, cut into rings, ¼ kg fish fillet, cut into 2''-inch lengths, 1 pack Knorr Cream of Corn Soup, 4 cups water or fish stock, 2 pcs potatoes, cut into small cubes, 1/2 cup cream, pepper, to taste",02-Mar,"Calories: 300, Protein: 25g, Carbs: 20g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders","Soup, Seafood Recipe"
0185,Almondigas with Upo in Sotanghon Recipe,50,"1/4 kilo ground pork, 1/2 kilo shrimp, shelled and chopped, 1 tbsp green onion, 1 pc egg, 2 cloves garlic, minced, 1 pc onion, chopped, 4 cups water, 2 pcs Knorr Shrimp Cubes, 1 pc medium-sized upo, sliced, 1/4 cups sotanghon noodles, soaked in water and cut into 6-inch length",02-Mar,"Calories: 350, Protein: 30g, Carbs: 20g, Fats: 18g",Intermediate,"Kids, Teens, Adults, Elders","Soup, Meat Recipe, Seafood Recipe"
0186,Curried Shrimp Recipe,25,"2 tbsp cooking oil, 6 cloves garlic, chopped, 1/2 kg. shrimp, trimmed, 2 tbsp curry powder, 60 g (2 packs) Knorr Ginataang Gulay Mix, 2 cups water",02-Mar,"Calories: 300, Protein: 25g, Carbs: 10g, Fats: 15g",Beginner,"Kids, Teens, Adults, Elders",Seafood Recipe
0187,Garlic Coconut Prawns with Cheese,45,"12 pcs tiger prawns, trimmed; 2 tbsp olive/canola oil; 1/2 pc onion, chopped; 3 cloves garlic, chopped; 1/2 cup fresh button mushrooms, chopped; 33 g Knorr Ginataang Gulay Mix; 1 cup all-purpose cream; 1/2 cup cheddar cheese, grated; 1/2 cup breadcrumbs",02-Mar,Calories: 540; Protein: 30g; Carbs: 30g; Fats: 34g,Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
0188,Seafood Sinigang,35,"12 pcs large mussels, cleaned; 12 pcs large clams; 12 pcs medium shrimp, with shells; 5 cups rice washing/water; 1 pack Knorr Sinigang sa Sampalok Mix; 1 pc large onion, sliced; 3 pcs medium tomatoes, quartered; 1 pc bundle sitaw, cut into 2-inch length; 2 pcs large eggplant, sliced; ½ kg fish fillet, cut into big chunks; 1 pc small bundle kangkong leaves with young stalks only",04-May,Calories: 290; Protein: 23g; Carbs: 15g; Fats: 12g,Beginner,"Kids, Teens, Adults, Elders","Soup, Seafood Recipe"
0189,Easy Pinoy Salted Egg Prawns,30,"1/2 kg prawns, peeled with tails intact, butterflied; pinch of salt; pinch of ground pepper; 1/2 cup cornstarch; oil for frying; Salted Egg Sauce: 1/2 cup butter; 4 cloves garlic, chopped; 10-12 pcs curry leaves or chili leaves; 2 pcs chillies, chopped (optional); 1/2 cube Knorr Shrimp Cube; 4-6 pcs salted egg yolk, mashed",02-Mar,Calories: 480; Protein: 25g; Carbs: 12g; Fats: 36g,Beginner,"Kids, Teens, Adults, Elders","Seafood Dish, Appetizer"
0190,Ginataang Gulay,40,"1 tbsp cooking oil; 1/2 pc onion, chopped; 1 clove garlic, chopped; 1/4 pc kalabasa, peeled and cubed; 1/2 bunch sitaw, sliced into 2 inches long; 1 pack Knorr Ginataang Gulay Mix dissolved in 1 cup water; 1 pc small green siling haba, sliced; Optional: 1 cup malunggay leaves; 1/4 cup shrimp, peeled",04-May,Calories: 180; Protein: 10g; Carbs: 28g; Fats: 5g,Beginner,"Kids, Teens, Adults, Elders",Vegetable Dish
0191,Easy-to-Make Pancit Bihon,50,"2 tbsp oil; 1 pc onion, chopped; 4 cloves garlic, chopped; 100 g pork, sliced; 50 g shrimp; 2 cups water; 1 pc Knorr Pork or Shrimp Cube; 3-4 tbsp soy sauce; 50 g carrots, sliced thinly; 50 g green beans, sliced; 500 g bihon (rice noodles); 50 g cabbage, sliced; black pepper, to taste",04-May,Calories: 340; Protein: 20g; Carbs: 60g; Fats: 10g,Intermediate,"Kids, Teens, Adults, Elders",Pasta/Noodles
0192,Mexican Macaroni,30,"1 tbsp cooking oil; 1/2 kg ground beef; 2 pcs Knorr Beef Cubes; 1 pc large canned tomatoes, diced; 1 pc onion, diced; 1 tbsp wansuy, chopped; 1 pc siling haba, chopped; 2 cups canned whole corn kernels, drained; 400 g Knorr Royal Elbow Macaroni; 1 cup quickmelt cheese",02-Mar,Calories: 500; Protein: 28g; Carbs: 60g; Fats: 18g,Beginner,"Kids, Teens, Adults, Elders",Pasta/Noodles
0193,Triple Cheese Canelloni,35,"2 tbsp canola oil; 1 pc onion, chopped; 4 cloves garlic, chopped; 2 tbsp liver spread; 1 pc Knorr Beef Cube; 4 pcs tomatoes, diced; ½ kg lean ground beef; 1 pack Knorr Complete Recipe Mix Kaldereta; 2 cups water; 1 pc red bell pepper, diced; 1 pc green bell pepper, diced; ¼ cup cheddar cheese; ¼ cup fresh basil; black pepper; 6 pcs lasagna sheets, cooked al dente, cut into half; ¼ cup parmesan cheese; ¼ cup mozzarella cheese",02-Mar,Calories: 620; Protein: 34g; Carbs: 65g; Fats: 28g,Beginner,"Kids, Teens, Adults, Elders",Pasta/Noodles
0194,Fried Pork Mami,50,"1/4 kg pork liempo, cut into strips; 2 tbsp Knorr Liquid Seasoning; 1/2 kg cooked egg noodles (Mami); 1 pc hard-boiled egg, peeled and sliced; 2 stalks green onions; 2 pcs Knorr Pork Broth Cubes; 3 1/2 - 4 cups water; 1 tbsp patis; pepper, to taste; fried garlic chips (optional)",02-Mar,Calories: 470; Protein: 25g; Carbs: 60g; Fats: 18g,Intermediate,"Kids, Teens, Adults, Elders",Pasta/Noodles
0195,Vegetable Cannelloni,45,"200 g lasagna sheets; 6 tbsp olive oil; 2 onions, minced; 2 pcs Knorr Chicken Cube; 2 cups cream; 200 g spinach leaves, blanched; grated mozzarella cheese for topping; 1 can stewed/cooked tomato (optional)",02-Mar,Calories: 550; Protein: 18g; Carbs: 60g; Fats: 30g,Intermediate,"Kids, Teens, Adults, Elders",Vegetable Dish
0196,Bibingka,40,"1 cup rice flour; 2½ tbsp baking powder; ¾ cup muscovado sugar; 3 tbsp butter; 1 pack Knorr Complete Recipe Mix Ginataang Gulay; 1 cup water; ¼ cup fresh milk; 3 pcs whole eggs; salted egg, sliced; cheese, sliced; butter, softened or margarine",02-Mar,Calories: 320; Protein: 6g; Carbs: 45g; Fats: 14g,Intermediate,"Kids, Teens, Adults, Elders",Dessert
0197,Chili Rice with Sausage Bits,45,"4 tbsp cooking oil; 1 pc onion, chopped; 2 cloves garlic, minced; 1 pc Hungarian sausage, diced; ½ cup tinned chili con carne; 1 pc Knorr Pork Cube; 4 cups cooked rice; grated cheese for garnish",02-Mar,Calories: 410; Protein: 18g; Carbs: 60g; Fats: 14g,Intermediate,"Kids, Teens, Adults, Elders",Appetizer
0198,Sinigang Rice,30,"4 tbsp cooking oil; 1 pc onion, chopped; 2 cloves garlic, minced; 1 pc Knorr Pork Cube; 4 cups cooked rice; 1-2 tbsp Knorr Sinigang sa Sampalok Mix",02-Mar,Calories: 380; Protein: 8g; Carbs: 70g; Fats: 10g,Beginner,"Kids, Teens, Adults, Elders",Appetizer
0199,Aligue Rice,30,"2 tbsp cooking oil; 1 stalk leek, sliced; 2 tbsp aligue (crab fat paste); 1 pack Knorr Ginataang Gulay Mix diluted in 1 cup water; 4 cups cooked rice; fish sauce, to taste; kani or crab sticks for topping (optional)",02-Mar,Calories: 420; Protein: 12g; Carbs: 68g; Fats: 14g,Beginner,"Kids, Teens, Adults, Elders","Appetizer, Seafood Recipe"
0200,Bilot,35,"1/2 kg ground pork; ground pepper, to taste; 1/2 pc Knorr Pork Cube; 2 tbsp butter; 4 pcs potatoes, diced and boiled; 2 pcs carrots, diced and boiled; 1 can whole corn kernels; 1 tbsp soy sauce; 1 tbsp Knorr Liquid Seasoning; 1/2 kg giniling na malagkit, shaped into flat circles and boiled in water; For the sauce: 1 cup water; 5 tbsp peanut butter",02-Mar,Calories: 480; Protein: 22g; Carbs: 45g; Fats: 20g,Intermediate,"Kids, Teens, Adults, Elders",Appetizer
0201,Chicken and Rice Soup,30,"1 small onion, peeled and diced; 2 tbsp vegetable oil; 1 pc Knorr Chicken Cube; 1/4 cup uncooked rice (Dinorado-type); 150 g chicken breast fillet, cubed; 1/2 cup frozen green peas; 1/4 cup cream; 1/4 pc red onion, peeled and finely sliced; 3 sprigs fresh cilantro (wansoy), leaves picked and roughly chopped",02-Mar,Calories: 320; Protein: 22g; Carbs: 35g; Fats: 10g,Beginner,"Kids, Teens, Adults, Elders","Soup, Appetizer"
0202,Sinangag Garlic Rice,10,"2 tbsp cooking oil; 1/4 cup minced garlic; Optional: 1 cup spinach, fresh or frozen; 1/2 cube Knorr Chicken Broth Cube; 5 cups cooked rice",04-May,Calories: 290; Protein: 7g; Carbs: 60g; Fats: 8g,Beginner,"Kids, Teens, Adults, Elders",Appetizer
0203,Kimbap,40,"200 grams beef sirloin, sukiyaki cut/thinly-sliced; 1 pc Knorr Beef Cube, crumbled; 4 tbsp brown sugar; 1 tbsp chopped garlic; 1 tbsp chopped ginger; 2 tbsp soy sauce; 1 tbsp chopped spring onion; 6 cups cooked rice; 1 pc carrot, sliced into thin strips, sautéed with some oil; 1 pc cucumber, peeled, deseeded and cut into thin strips; 2 pcs egg, cooked scrambled, sliced into strips; 8-10 pcs nori sheets or sushi sheets; soy sauce and wasabi for dipping",02-Mar,Calories: 520; Protein: 25g; Carbs: 80g; Fats: 14g,Intermediate,"Kids, Teens, Adults, Elders",Appetizer
0204,Hotdog Fried Rice,20,"2 tbsp cooking oil; 2 pcs hotdog, chopped into squares; 1 pc carrot, chopped into small pieces; ½ cup green peas; 2 pcs egg, beaten; 1 pc Knorr Chicken Broth Cube; 4 cups cooked rice",02-Mar,Calories: 400; Protein: 16g; Carbs: 54g; Fats: 12g,Beginner,"Kids, Teens, Adults, Elders",Appetizer
0205,Longganisa Fried Rice,20,"2 tbsp oil; 2 pcs longganisa, shredded; 2 pcs eggs, beaten; 1 pc Knorr Chicken Cube; 750 g cooked rice (cold); 1 pc carrot, chopped; 1/2 cup green peas or gisantes",04-May,Calories: 450; Protein: 20g; Carbs: 60g; Fats: 15g,Beginner,"Kids, Teens, Adults, Elders",Appetizer
0206,Tinapa Fried Rice,35,"15 ml cooking oil; 1 piece fried tinapa; 2 pcs eggs, beaten; 1 Knorr Chicken cube, crushed; 750 g cooked rice (cold); 50 g carrot, chopped; 1/2 cup green peas",02-Mar,Calories: 460; Protein: 22g; Carbs: 57g; Fats: 18g,Beginner,"Kids, Teens, Adults, Elders",Appetizer
0207,Corned Beef Fried Rice,20,"2 tbsp cooking oil; 1 can carne norte/corned beef; 2 pcs eggs, beaten; 1 pc Knorr Chicken Cube; 4 cups cooked rice (cold); 1 piece carrot, cut into small cubes; 1/2 cup green peas",04-May,Calories: 430; Protein: 22g; Carbs: 54g; Fats: 14g,Beginner,"Kids, Teens, Adults, Elders",Appetizer
0208,Tokwa Arroz Caldo,30,"1 tbsp cooking oil; 1 pc tofu; 2 cloves garlic, chopped; 1 pc onion, chopped; 1 small ginger, sliced diagonally; 1 pc Knorr chicken cube; 1 cup water; ½ cup sticky rice (malagkit rice)",02-Mar,Calories: 260; Protein: 12g; Carbs: 36g; Fats: 8g,Beginner,"Kids, Teens, Adults, Elders","Soup, Appetizer"
0209,Pinakbet with Pork,50,"2 tbsp of Vegetable Oil, 2 cloves of Garlic, 1 pc of Onion, 2 pcs of Tomato, 0.5 cup of Pork Belly, 1 tbsp of Bagoong Alamang, 1.5 cups of Water, 1 cup of Kalabasa, 0.5 cup of Okra, 0.5 cup of Sitaw, 0.5 cup of Ampalaya, 1 cup of Eggplant, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g",04-May,"Carbohydrates: 14.31 g, Energy: 212.76 kcal, Fats: 14.81 g, Protein: 6.68 g",Intermediate,"Kids, Teens, Adults, Elders","Vegetable Dishes, Meat Recipe"
0210,Beef Curry,210,"1 kg of Beef Short Ribs, 1 pc of Bay Leaf, 1 tsp of Black Peppercorn, 3 tbsp of Vegetable Oil, 1 pc of Potato, 1 pc of Carrot, 1 head of Garlic, 1 pc of Onion, 1 pc of Ginger, 1  of Hot Chili Pepper, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 1.5 tbsp of Curry Powder, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g, 0.25 tsp of Freshly ground pepper, 1 cup of Fresh Coconut Cream, 1 tbsp of Cilantro",04-May,"Carbohydrates: 28.3 g, Energy: 598.09 kcal, Fats: 38.93 g, Protein: 37.01 g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0211,Chicken Parmigiana,60,"1 cup of Bread Crumbs, 1 tbsp of Parsley, 4 pcs of Chicken Breast Fillet, 8 g of MAGGIÂ® Magic SarapÂ® 8g, 0.25 tsp of Peppercorn, 0.25 cup of All Purpose Flour, 2 pcs of Egg, 1 cup of Vegetable Oil, 2 pcs of Tomato, 4 tbsp of Pesto, 2 tbsp of Grated Parmesan, 0.5 cup of Mozzarella Cheese",04-May,"Carbohydrates: 19.36 g, Energy: 651.6 kcal, Fats: 47.97 g, Protein: 34.73 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0212,Beef Caldereta sa Gata,195,"1 kg of Beef, 4 cups of Water, 2 pcs of Bay Leaf, 2 tsp of Black Peppercorn, 1 pc of Potato, 1 pc of Carrot, 0.25 cup of Vegetable Oil, 6 cloves of Garlic, 1 pc of Onion, 2 pcs of Hot Chili Peppers, 1 can of Liver Spread, 1 cup of Tomato Sauce, 1 tbsp of Pickle Relish, 1 cup of Coconut Milk, 1 tbsp of Sugar, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g",04-May,"Carbohydrates: 14.3 g, Energy: 852.06 kcal, Fats: 84.14 g, Protein: 11.6 g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0213,Pan Roasted Chicken,80,"1 pc of Whole Chicken, 3 sachets of MAGGIÂ® Magic SarapÂ® 8g, 1 tsp of Ground Pepper, 4 tbsp of Butter, 1 head of Garlic, 1 pc of Lemon, 2 tbsp of Parsley, 2 tbsp of Olive Oil, 2 pcs of Onion, 1 pc of Carrot, 2 stalks of Celery, 2 tbsp of All Purpose Flour, 3 cups of Water, 1 pc of Bay Leaf, 1 tsp of Thyme",04-May,"Carbohydrates: 9.38 g, Energy: 426.37 kcal, Fats: 29.96 g, Protein: 29.11 g",Advanced,"Kids, Teens, Adults, Elders","Appetizer, Meat Recipe"
0214,Pork Afritada,115,"3 tbsp of Vegetable Oil, 1 pc of Potato, 1 pc of Carrots, 0.5 kg of Pork Shoulder, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g, 1 head of Garlic, 1 pc of Onion, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 1 pc of Bay Leaf, 1 cup of Tomato Sauce, 2.5 cups of Water, 0.25 tsp of Ground Pepper, 1 tbsp of Brown Sugar",04-May,"Carbohydrates: 21.97 g, Energy: 281.08 kcal, Fats: 13.51 g, Protein: 19.44 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0215,Ginataang Langka,50,"2 tbsp of Vegetable Oil, 2 cloves of Garlic, 1 pc of Ginger, 1 pc of Onion, 0.5 cup of Pork Belly, 2 tbsp of Bagoong Alamang, 2 cups of Coconut Milk, 0.5 kg of Langka, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g",04-May,"Carbohydrates: 31.14 g, Energy: 412.47 kcal, Fats: 31.54 g, Protein: 6.7 g",Intermediate,"Kids, Teens, Adults, Elders",Vegetable Dishes
0216,Sweet Chili Crab,45,"1 kg of Live Female Mud Crab, 2 tbsp of Butter, 4 cloves of Garlic, 0.5 pc of Ginger, 2 tbsp of Chili Paste, 0.25 cup of Catsup, 2 tbsp of Brown Sugar, 0.5 cup of Water, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.25 tsp of Freshly ground pepper, 1 pc of Egg, 1 stalk of Scallion",04-May,"Carbohydrates: 29.16 g, Energy: 320.18 kcal, Fats: 6.94 g, Protein: 34.25 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
0217,Ginataang Alimango,50,"1 kg of Live Female Mud Crab, 2 tbsp of Vegetable Oil, 4 cloves of Garlic, 2 pcs of Ginger, 1 pc of Finger Chili, 1 cup of Coconut Milk, 0.5 cup of Coconut Cream, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g",04-May,"Carbohydrates: 28.58 g, Energy: 414.88 kcal, Fats: 19.19 g, Protein: 33.16 g",Advanced,"Kids, Teens, Adults, Elders",Seafood Recipe
0218,Fish Fillet and Tofu,40,"0.5 kg of Fish Fillet, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.5 cup of All Purpose Flour, 2 cups of Vegetable Oil, 0.5 kg of Firm Tofu, 1 head of Garlic, 1 pc of Ginger, 1 pc of Onion, 1 cup of Water, 6 tbsp of MAGGIÂ® Oyster Sauce, 0.25 tsp of Freshly ground pepper, 1 tbsp of Cornstarch",04-May,"Carbohydrates: 15.91 g, Energy: 555.46 kcal, Fats: 48.88 g, Protein: 16.6 g",Intermediate,"Kids, Teens, Adults, Elders","Seafood Recipe, Appetizer"
0219,Spaghetti with Spanish Style Sardines,30,"0.25 kg of Spaghetti, 2 tbsp of Vegetable Oil, 1 head of Garlic, 1 pc of Red Onion, 3 pcs of Tomato, 1 can of Spanish-Style Sardines, 0.5 cup of Water, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 1 tbsp of Spring Onion, 0.25 cup of Kesong Puti",04-May,"Carbohydrates: 16.34 g, Energy: 195.5 kcal, Fats: 9.63 g, Protein: 10.75 g",Beginner,"Kids, Teens, Adults, Elders",Pasta/Noodles
0220,Spaghetti Pomodoro,35,"0.25 kg of Spaghetti, 3 tbsp of Olive Oil, 6 cloves of Garlic, 0.25 kg of Tomato, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.25 tbsp of Ground Pepper, 2 tbsp of Basil, 2 tbsp of Grated Parmesan",04-May,"Carbohydrates: 16.49 g, Energy: 149.01 kcal, Fats: 7.76 g, Protein: 3.84 g",Intermediate,"Kids, Teens, Adults, Elders",Pasta/Noodles
0221,Embutido,90,"1 cup of Bread Crumbs, 250 mg of Evaporated Milk, 1 kg of Ground Pork, 1 pc of Carrot, 3 tbsp of Pickle Relish, 0.25 cup of Raisins, 1 pc of Red Bell Pepper, 1 pc of Green Bell Pepper, 3 sachets of MAGGIÂ® Magic SarapÂ® 8g, 3 pcs of Hard Boiled Egg, 0.25 cup of Vegetable Oil",04-May,"Carbohydrates: 12.77 g, Energy: 340.59 kcal, Fats: 24.11 g, Protein: 17.57 g",Intermediate,"Kids, Teens, Adults, Elders",Appetizer
0222,"Ginataang Sitaw Kalabasa, at Hipon",40,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 1 A small piece of Ginger, 1 pc of Green Finger Chili, 0.5 cup of Water, 2 cups of Kalabasa, 2 cups of Sitaw, 0.5 cup of Coconut Cream, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.25 kg of Shrimp",04-May,"Carbohydrates: 52.94 g, Energy: 381.17 kcal, Fats: 9.62 g, Protein: 23.43 g",Beginner,"Kids, Teens, Adults, Elders","Seafood Recipe, Vegetable Dishes"
0223,Lugaw,95,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 2 A smalls pieces of Ginger, 1 pc of Onion, 0.75 cup of Glutinous Rice, 7 cups of Water, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g, 0.25 tsp of Ground Pepper, 1 tbsp of Kasubha, 0.5 cup of Chicharon, 4 pcs of Egg, 2 tbsp of Toasted Garlic, 2 tbsp of Onion Springs, 8 pcs of Lime",04-May,"Carbohydrates: 30.11 g, Energy: 177.27 kcal, Fats: 5.25 g, Protein: 4.9 g",Beginner,"Kids, Teens, Adults, Elders","Soup, Appetizer"
0224,Ginisang Ampalaya with Giniling,35,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 2 pcs of Tomato, 0.5 cup of Ground Pork, 0.5 kg of Ampalaya, 2 pcs of Egg, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.5 cup of Water",04-May,"Carbohydrates: 6.87 g, Energy: 120.01 kcal, Fats: 8.34 g, Protein: 5.24 g",Beginner,"Kids, Teens, Adults, Elders","Vegetable Dishes, Meat Recipe"
0225,Kalabasang Ukoy,50,"1 cup of Cornstarch, 0.25 cup of All Purpose Flour, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.25 tsp of Baking Powder, 1.25 cups of Water, 1 pc of Egg, 2 cups of Kalabasa, 100 g of Shrimp, 4 cups of Vegetable Oil, 0.5 cup of Spiced Vinegar",04-May,"Carbohydrates: 25.09 g, Energy: 1411.16 kcal, Fats: 145.03 g, Protein: 5.65 g",Intermediate,"Kids, Teens, Adults, Elders","Appetizer, Vegetable Dishes"
0226,Minced Pork with Eggplant,30,"0.5 kg of Eggplant, 1 cup of Vegetable Oil, 0.25 kg of Fresh Grounded Pork, 4 cloves of Garlic, 1 pc of Onion, 2 pcs of Tomato, 1 pc of Red Chili, 0.5 cup of Water, 0.25 cup of MAGGIÂ® Oyster Sauce, 0.25 tsp of Freshly ground pepper, 1 tbsp of Spring Onion",04-May,"Carbohydrates: 10.78 g, Energy: 473.73 kcal, Fats: 45.04 g, Protein: 8.45 g",Beginner,"Kids, Teens, Adults, Elders","Meat Recipe, Vegetable Dishes"
0227,Braised Beef Brisket,165,"0.75 kg of Brisket, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g, 0.5 tsp of Ground Pepper, 0.25 cup of All Purpose Flour, 2 tbsp of Vegetable Oil, 1 pc of Onion, 1 pc of Carrot, 1 stem of Celery, 4 cloves of Garlic, 2 tbsp of Tomato Paste, 1 cup of Red Wine, 2 cups of Water, 1 pc of Bay Leaf, 1 tsp of Thyme, 1 tbsp of Parsley",04-May,"Carbohydrates: 14.59 g, Energy: 333.38 kcal, Fats: 15.69 g, Protein: 27.91 g",Advanced,"Kids, Teens, Adults, Elders",Meat Recipe
0228,Mixed Seafood with Oyster Sauce,60,"0.5 kg of Mussels, 0.5 kg of Squid, 4 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 1 stalk of Celery, 1 pc of Red Bell Pepper, 0.5 kg of Shrimp, 6 tbsp of MAGGIÂ® Oyster Sauce, 0.25 tsp of Freshly ground pepper, 2 tbsp of Cornstarch, 1 stalk of Scallion",04-May,"Carbohydrates: 16.98 g, Energy: 348.35 kcal, Fats: 12.59 g, Protein: 40.61 g",Intermediate,"Kids, Teens, Adults, Elders",Seafood Recipe
0229,Crab and Corn Soup,20,"3 cups of Water, 1 can of Cream Style Corn, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g, 0.5 cup of Crab Meat, 0.25 cup of Cornstarch, 1 pc of Egg, 1 tbsp of Onion Springs, 1 tsp of Sesame Oil",04-May,"Carbohydrates: 11.36 g, Energy: 106.04 kcal, Fats: 3.68 g, Protein: 6.33 g",Intermediate,"Kids, Teens, Adults, Elders","Soup, Seafood Recipe"
0230,Fried Chicken 2-ways (Sweet Chili Sauce),40,"0.5 kg of Chicken Leg, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.25 tsp of Ground Pepper, 0.5 cup of All Purpose Flour, 1 cup of Vegetable Oil, 2 cloves of Garlic, 4 tbsp of Sweet Chili Sauce, 0.25 cup of Water",04-May,"Carbohydrates: 13.21 g, Energy: 555.91 kcal, Fats: 49.43 g, Protein: 15.02 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
0231,Chicken Mami,40,"100 g of Chicken Breast, 5 cups of Water, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g, 2 cups of Egg Noodles, 1 pc of Baby Carrots, 1 cup of Pechay Baguio, 2 pcs of Hard Boiled Egg, 2 tbsp of Toasted Garlic, 1 tsp of Onion Springs",04-May,"Carbohydrates: 24.09 g, Energy: 164.49 kcal, Fats: 3.05 g, Protein: 10.89 g",Beginner,"Kids, Teens, Adults, Elders","Soup, Meat Recipe"
0232,Lomi,45,"2 tbsp of Vegetable Oil, 4 cloves of Garlic, 1 pc of Onion, 100 g of Pork Belly, 6 cups of Water, 2 sachets of MAGGIÂ® Magic SarapÂ® 8g, 1 sachet of MAGGIÂ® Oyster Sauce, 0.25 kg of Rice Noodles, 2 tbsp of Cornstarch, 0.5 cup of Carrot, 1 cup of Napa Cabbage, 2 pcs of Egg, 2 tbsp of Scallion, 6 pcs of Calamansi Juice",04-May,"Carbohydrates: 68.01 g, Energy: 423.2 kcal, Fats: 16.2 g, Protein: 8.6 g",Intermediate,"Kids, Teens, Adults, Elders","Soup, Appetizer"
0233,Easy Chicken Sopas,45,"0.5 pc of Chicken Breast, 2 cups of Water, 1 tbsp of Vegetable Oil, 2 cloves of Garlic, 1 pc of Onion, 0.25 cup of Pasta, 0.25 cup of Carrot, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.13 tsp of Ground Pepper, 0.5 cup of Cabbage",04-May,"Carbohydrates: 12.76 g, Energy: 114.93 kcal, Fats: 4.19 g, Protein: 7.2 g",Beginner,"Kids, Teens, Adults, Elders","Soup, Appetizer"
0234,General Tso's Chicken,60,"0.75 kg of Chicken Thigh, 1 sachet of MAGGIÂ® Magic SarapÂ® 8g, 0.25 cup of Chinese Rice Wine, 2 tbsp of Soy Sauce, 1 cup of All Purpose Flour, 2 cups of Vegetable Oil, 4 cloves of Garlic, 1 pc of Ginger, 4 pcs of Hot Chili Peppers, 0.25 cup of Chinese Rice Wine, 3 tbsp of Cider Vinegar, 0.25 cup of Soy Sauce, 0.25 cup of Brown Sugar, 0.25 cup of Water, 1 tbsp of Cornstarch, 1 stalk of Scallion",04-May,"Carbohydrates: 33.1 g, Energy: 1070.82 kcal, Fats: 93.51 g, Protein: 25.48 g",Intermediate,"Kids, Teens, Adults, Elders",Meat Recipe
